,in domain,ood,text,domain,dataset,partition
41,imdb,sst2,"This movie was very disappointing, and except for a few moments, wasn't fly at all. More than anything, it was just flippin' stupid. The music was frickin' bad and the plot played out like a BYU bowl game  very predictable (avoiding embarrassment by scoring, a late game flurry of touchdowns, a rally that falls short and leads to a loss). In essence, the half-childish / half-naive Will (the movie's fetcher) and his religiously confused brother Danny (we'll just call him a democrat), treat Kirby (the movie's ""Sweet Spirit""), the 3rd member of their hapless Mormon ""boy band,"" like crap until the man and father figure of the film (the stage manager, Jill) has a talk with Will and straightens him out. Believably, Will's personality changes 180 degrees and he's instantly the mature and self-aware leader of the band. This would be a cute, perhaps funny, 10 minute roadshow gig, but the fact that the movie is 93 minutes long really sucks the life out of you if you watch it to the end. My advise  take the money you'd normally spend to rent this show and either burn it in your fireplace or flush it down the toilet  more entertainment with much less time commitment. If you want to watch a better movie of the same genre, get Saints and Soldiers  not a comedy but an infinitely better show (actually, Kirby has more funny stuff in Saints than he does in SOP).",id,imdb,pps
42,imdb,sst2,"This movie just stunk. I know that some people will say that anybody who thinks it is no good ""just doesn't get it."" I like Wenders in American Friend and Wings of Desire. But this is utter dreck. The main character is so annoying that I couldn't care less what he does. He is, as has been said in another review bouncing around like a little annoying monkey. I just couldn't stand him or force myself to care. This is the case with most of the characters who just seem to be trying to hard to be goofey or weird. I liked the Mel Gibson character and the Milla Jovovich characters and wish they would have focused more on them. Milla is of course beautiful, pitiful and you really feel for her and what she has been thru and why she is the way she is. I see Gibsons character as almost Frankenstien like. I just wish he would have save Milla and brunt the hotel down with all the worthless boring characters that lived in it. Milla Rating 10 Movie rating 0",id,imdb,pps
43,imdb,sst2,big fat waste of time . ,ood,sst2,pps
44,imdb,sst2,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ",ood,sst2,pps
45,imdb,sst2,falls neatly into the category of good stupid fun . ,ood,sst2,pps
46,imdb,sst2,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,ood,sst2,pps
47,imdb,sst2,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,ood,sst2,pps
48,imdb,sst2,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,ood,sst2,pps
49,imdb,sst2,looks and feels like a project better suited for the small screen . ,ood,sst2,pps
50,imdb,sst2,directed in a paint-by-numbers manner . ,ood,sst2,pps
51,imdb,sst2,a coarse and stupid gross-out . ,ood,sst2,pps
52,imdb,sst2,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ,ood,sst2,pps
53,imdb,snli,I was really beginning to enjoy this show. It just started out slow and it wasn't given the chance it deserved. It is summertime so many people are not at home watching television. I know there are a few talent and singing competitions but I enjoy them as do many other. believe it or not when American idol is done for the year I miss it. Even though this was not American idol I thought it had potential. I feel bad for the singers on the show who wee really starting to grow on me. I wish they would reconsider and put the show back on. I think it was a hasty move to cancel. My only complaint about the show is I did not care to much for the judges.,id,imdb,common
54,imdb,snli,"On June 22nd, 1941, the city of Przemysl, Poland is divided between German and Russian. When the German invades the city, the Nazis send the Jews to a ghetto. The young Catholic Fusia Podgorska (Kellie Martin), alone with her young sister, lodges and hides many Jews in the attic of her house along two and half years until the end of the war. ""Hidden in Silence"" is another good story of human sympathy in World War II. This film looks like ""Rescuers: Stories of Courage"", and is also based on a true story. Unfortunately, the actress Kellie Martin performs a strong and powerful lead character, but she is very weak for such a role. In many dramatic situations, the expression of her face is not convincing. I have noted that many IMDb Users liked her performance, but I am not sure whether they like her wonderful character or her performance indeed. My vote is seven.<br /><br />Title (Brazil): ""Ocultos no Medo"" (""Hidden in Fear"")",id,imdb,common
